CharacterDesignId,CharacterDesignName,RaceType,FinalHp,FinalPilot,FinalAttack,FinalRepair,FinalWeapon,FinalScience,FinalEngine,FireResistance,Rarity,SpecialAbilityType,SpecialAbilityFinalArgument,WalkingSpeed,RunSpeed,TrainingCapacity,EquipmentMask,CollectionDesignId,Flags,Head,Body,Leg,CharacterDesignDescription
168,Service Droid II,Robot,3,0,0.5,1.2,0,0,0,40,Common,HealSameRoomCharacters,2,2,2,0,0,0,16,5317,5321,5325,A humble droid ready to serve its wise master.
169,Service Droid III,Robot,4,0,0.5,1.5,0,0,0,50,Common,HealSameRoomCharacters,3,2,2,0,0,0,16,5434,5438,5442,A humble droid ready to serve its wise master.
170,Service Droid IV,Robot,5,0,0.5,1.8,0,0,0,60,Common,HealSameRoomCharacters,4,2,2,0,0,0,16,5446,5450,5454,A humble droid ready to serve its wise master.
171,Service Droid V,Robot,6,0,0.5,2,0,0,0,75,Common,HealSameRoomCharacters,5,3,3,0,0,0,16,5422,5426,5430,A humble droid ready to serve its wise master.
172,Defender Droid I,Robot,8,0,1.5,0.5,0,0,0,25,Common,DamageToCurrentEnemy,3,1,1,0,0,0,16,5353,5357,5361,A heavy defender droid ready to stop intruders.
173,Defender Droid II,Robot,9,0,1.8,0.5,0,0,0,35,Common,DamageToCurrentEnemy,3,2,2,0,0,0,16,5410,5414,5418,A heavy defender droid ready to stop intruders.
174,Defender Droid III,Robot,10,0,2,0.5,0,0,0,40,Common,DamageToCurrentEnemy,4,2,2,0,0,0,16,5482,5486,5490,A heavy defender droid ready to stop intruders.
175,Defender Droid IV,Robot,12,0,2.3,0.5,0,0,0,45,Common,DamageToCurrentEnemy,4,2,2,0,0,0,16,5494,5498,5502,A heavy defender droid ready to stop intruders.
176,Defender Droid V,Robot,14,0,2.5,0.5,0,0,0,50,Common,DamageToCurrentEnemy,5,3,3,0,0,0,16,4568,4572,4576,A heavy defender droid ready to stop intruders.
177,Boarder Droid I,Robot,6,0,2,0,0,0,0,25,Common,DamageToRoom,3,1,1,0,0,0,16,5341,5345,5349,An aggressive droid looking to cause havoc.
178,Boarder Droid II,Robot,7,0,2.3,0,0,0,0,35,Common,DamageToRoom,3,2,2,0,0,0,16,5398,5402,5406,An aggressive droid looking to cause havoc.
179,Boarder Droid III,Robot,8,0,2.5,0,0,0,0,40,Common,DamageToRoom,4,2,2,0,0,0,16,5458,5462,5466,An aggressive droid looking to cause havoc.
180,Boarder Droid IV,Robot,9,0,3,0,0,0,0,45,Common,DamageToRoom,4,2,2,0,0,0,16,5470,5474,5478,An aggressive droid looking to cause havoc.
181,Boarder Droid V,Robot,10,0,3.5,0,0,0,0,50,Common,DamageToRoom,5,3,3,0,0,0,16,5231,5235,5239,An aggressive droid looking to cause havoc.
182,King Salamander,White,7,9,2.3,1.9,16,9,9,3,Unique,DamageToSameRoomCharacters,5,1,2,70,3,0,19,5139,5143,5147,Has a gold car watch castle ship.
183,Captain Mack Swallow,White,9,18,2.2,1.4,4,6,4,0,Unique,DeductReload,480,1,2,70,5,0,19,5179,5183,5187,A Pirate Captain turned Starship Captain.
184,Zakian Assassin,Alien,11,8,3.2,1,14,15,14,0,Special,DamageToCurrentEnemy,10,1,2,100,12,0,3,5605,5609,5613,A specialised Zakian Assassin. Only 130 deployed in the galaxy.
185,Mcdonalds,White,9,3,2.8,2,14,15,20,1,Epic,DamageToCurrentEnemy,11,1,2,80,12,0,19,5620,5624,5628,A plumber turned professional boxer decided to try life onboard a Starship.
186,Stove Tops,White,9,15,2.8,1.3,4,7,23,3,Epic,AddReload,40,1,2,80,12,0,19,5693,5697,5700,Was CEO of a popular fruit company. 
187,Ethan,Asian,10,18,2.7,2.7,15,18,24,1,Hero,AddReload,50,1,2,90,3,0,1,5633,5637,5641,Always walking around with an iPad.
188,Brenda Linuxer,Robot,12,12,3,3.1,21,18,21,1,Hero,DamageToRoom,6,1,2,90,5,0,1,6786,744,748,A crazy robot developer put himself into a linux-base robot body
189,Huge Hellaloya,White,7,18,2.8,1.2,18,18,18,3,Epic,AddReload,50,1,2,100,10,0,19,6843,6847,6851,Once partied with a thousand cute cadets; now hangs around Starship staff quarters.
190,Dolores,Robot,13,25,3,2.5,15,25,15,50,Special,Freeze,300,2,3,100,0,0,3,5375,5379,5383,A female tutorial synth. Reminds you of days back at the academy.
191,Robyna Hoots,White,8,3,2.7,1.8,20,8,8,1,Unique,DeductReload,500,1,2,70,10,0,19,6794,6798,6802,Good with a arrow like her older brother.
192,Keira,Asian,7,23,2.4,2.4,13,13,13,0,Epic,HealRoomHp,7,1,2,80,10,0,19,6830,6834,6838,Graduated from the Pilot academy with top grades. A quiet girl with talent.
193,Masky Lia,Robot,7,11,2.7,2.5,10,22,10,30,Epic,DeductReload,500,1,2,80,6,0,19,6818,6822,6826,Worked at the galaxy science labs until an unfortunate accident requiring a permanent operation.
194,Red Ninja,White,7,15,2.4,1.6,19,13,11,50,Unique,SetFire,210,1,2,70,6,0,19,6857,6861,6865,Red Ninja Yellow Ninja White Ninja Black Ninja... Still Ninja
195,Admiral Serena,Black,11,18,3.2,2.2,22,16,10,5,Hero,DamageToCurrentEnemy,10,1,2,90,24,0,3,6806,6810,6814,After retiring from athletics life decided to join the academy and beat all the boys in class.
196,Pinkzilla,Animal,12,9,2.5,1.4,10,9,9,100,Legendary,FireWalk,40,1,2,110,24,0,3,6988,6992,6996,Godzilla's baby sister. Cute and deadly with fire. 
197,Miss Jane,White,9,12,2.3,2,18,18,18,100,Hero,FireWalk,40,1,2,90,6,0,3,6874,6878,6882,Top of her class during special ops training. Has a mutated gene capable of igniting fire to her surrounds.
198,Cammy,White,4,3,2,1.7,7,9,4,1,Elite,None,0,1,2,60,3,0,19,6887,6891,6895,Retired from MMA training and joined the Starship Academy.
199,Mr Horse,Animal,10,13,2.9,1.5,17,18,15,1,Special,SetFire,300,1,3,100,24,5,3,7243,7247,7251,Has a long face. Plays with fire in spare time.
200,Mini Droid I,Robot,2,0,0.5,0.5,0,0,0,50,Common,DamageToCurrentEnemy,2,2,2,0,0,0,16,7315,7319,7323,A smaller droid that tries to do everything but isn't particularly good at anything.
201,Mini Droid II,Robot,3,0,0.6,0.6,0,0,0,50,Common,DamageToCurrentEnemy,3,2,2,0,0,0,16,7327,7331,7335,A smaller droid that tries to do everything but isn't particularly good at anything.
203,Santa's Helpstress,White,7,10,2.2,2.7,21,16,4,1,Special,HealSameRoomCharacters,4,2,3,100,12,0,3,7446,7450,7454,Busy busy; a super fast worker. Helps Santa with gift packaging and keeps workshops nice and clean.
204,Santa's Helper,White,8,10,2.5,2.9,14,13,19,1,Special,AddReload,40,2,3,100,6,0,3,7442,7450,7454,Work work. Helps Santa run errands and wears a nice green hat. Probably being cheated on by girlfriend.
205,Nolan,Asian,6,12,3,1.5,15,12,3,0,Unique,DamageToRoom,5,1,2,70,3,0,19,7616,7620,7624,A cute crybaby with unusually high attack.. for a baby.
206,Sagita,Animal,10,4,3.3,2.2,13,22,15,1,Hero,DamageToCurrentEnemy,9,2,3,90,9,9,3,7575,7579,7583,Has 4 legs so runs twice as fast. Frequently appears in the months of November to December.
207,Tripod,Animal,8,4,3,2.2,12,20,15,1,Epic,DamageToCurrentEnemy,8,2,3,80,9,0,19,7587,7591,7595,Tall Strong and broke.
208,Mr She,White,8,10,2.5,1.5,10,22,4,1,Epic,AddReload,45,1,2,80,12,0,19,7535,7539,7543,Nobody knows who she is...yet.
209,Whaler,Animal,13,12,2.6,2.2,13,19,13,0,Special,DamageToSameRoomCharacters,7,1,2,100,8,5,3,7676,7680,7684,Bit of a hipster. Only wears designer stuff.
210,Mr Old,White,8,10,2.5,1.5,10,7,23,1,Epic,AddReload,45,1,2,80,12,0,19,7482,7486,7490,Nobody really knows who this old guy is...
211,Mr Alan,White,9,11,2.8,1.3,23,7,12,3,Epic,AddReload,40,1,2,80,12,0,19,7509,7513,7517,Always going places.
212,Mr Cray,White,9,11,2.9,1.3,11,7,21,3,Epic,DamageToCurrentEnemy,8,1,2,80,12,0,19,7522,7526,7530,A young angry man always playing with a screwdriver.
213,Leon Mars,White,9,15,2.3,2.8,15,25,24,3,Hero,AddReload,50,1,2,90,12,0,3,7782,7786,7790,Wants to ship his car to Mars.
214,Mini Droid III,Robot,4,0,0.7,0.7,0,0,0,50,Common,DamageToCurrentEnemy,3,2,2,0,0,0,16,7857,7861,7865,A smaller droid that tries to do everything but isn't particularly good at anything.
215,Aaron,White,8,20,2.8,2.4,21,13,14,1,Epic,HealRoomHp,8,1,2,80,6,1,19,7834,7838,7842,Always holding a cup of coffee.
216,KS Gray,Alien,8,14,2.7,2.7,12,14,18,5,Special,DeductReload,600,1,2,100,10,13,3,7796,7800,7804,Loading...
217,Sparko,White,9,14,2.6,3,15,26,18,1,Special,HealSameRoomCharacters,8,1,2,100,5,0,3,7022,7026,7030,You can tell he is an alien from looking at his ears.
218,Visiri Alchemist,Alien,10,12,2.5,2,9,26,8,1,Hero,Freeze,240,1,2,90,24,14,3,7738,7742,7746,Studying the histories and technologies of species long past ever present and yet to come.
219,Faerie Dragon,Animal,10,12,2.9,2,13,27,13,0,Special,HealSameRoomCharacters,7,1,2,100,24,0,3,7884,7888,7892,A Beautiful Mystical creature with healing powers.
220,Lionheart,Animal,10,20,3.1,1.4,17,6,13,35,Special,SetFire,330,1,2,100,12,0,3,7918,7930,7934,Born to be a king.
221,Franky,Animal,10,13,3,1.3,12,6,11,1,Special,SetFire,300,1,3,100,24,0,3,7913,7922,7926,Made a prison break from a bread roll.
222,Tin Robot,Robot,7,12,2.7,2.8,14,14,14,1,Special,DeductReload,480,1,2,100,10,0,3,7988,7992,7996,R..o..b....o.........to
223,P.A.N.D.A,Animal,11,23,3.2,1.7,8,8,25,0,Special,DamageToSameRoomCharacters,7,1,2,100,12,5,3,8046,8050,8054,A Panda Scholar with some Kung Fu skills.
224,Alien McAlienface,Alien,7,10,2.7,0.9,19,8,15,1,Unique,AddReload,33,2,3,70,24,0,19,7642,7646,7649,Ugly as a bug and not very smart. But still handles weapons well.
225,Miss McAlienface,Alien,7,10,2.5,1.1,19,8,15,1,Unique,AddReload,33,2,3,70,24,0,19,7653,7657,7662,Ugly as a bug and not very smart. But still handles weapons well.
226,Daft Kittus,Animal,9,7,3.1,2,9,9,9,1,Special,DamageToCurrentEnemy,17,1,2,100,24,3,3,8156,8160,8164,Meowy has turned to the Dark Side and gained 2 more Lives. He also finds your lack of catnip disturbing.
227,King Ellie,Animal,14,0,3,1,1,2,2,100,Special,DamageToRoom,6,1,2,100,24,5,3,8129,8133,8137,Not Fat Just big boned.
228,Barot,White,9,9,2.8,1.3,4,7,9,3,Epic,SetFire,250,1,2,80,12,0,19,8093,8097,8101,Learning the culture of the Galaxy.
229,Maizi,Asian,11,12,3,1.5,12,13,16,1,Special,DeductReload,620,1,2,100,24,0,5,8260,8264,8268,3 Time Tournament Winner as of April 2018!
230,Sphinx,Animal,11,9,2.4,1,9,7,9,100,Special,FireWalk,35,1,2,100,24,3,3,8141,8145,8149,Ancient Meowy statue from a long lost civilization.
231,Messiah,White,5,7,2.2,1.5,9,15,9,1,Unique,HealSameRoomCharacters,5,1,2,70,3,0,19,8061,8065,8069,Goes on fishing trips with Jesus.
232,Private Brian,White,5,3,2.4,1.8,8,2,8,1,Elite,None,0,1,2,60,6,0,19,8396,8400,8404,Many have died trying to save him.
233,Cathulhu,Animal,9,7,2.8,1.5,8,10,10,1,Special,DamageToSameRoomCharacters,7,1,2,100,12,3,3,8105,8109,8113,A lonely kitten was attacked by an Octopus.
234,Polar Bear,Animal,10,23,2.9,1.9,23,8,11,0,Special,Freeze,280,1,2,100,12,5,3,8034,8038,8042,Had planned on becoming a professional boxer. But couldn't find fitting gloves.
235,Drakian,Alien,11,9,3.2,1.1,14,16,14,0,Special,HealSelfHp,8,1,2,100,12,0,7,8544,8548,8552,A D.R.A.G.O.N soldier upgraded with Zakian Armor.
236,Drakian Clone,Alien,11,9,3.2,1.1,14,16,14,0,Special,HealSelfHp,8,1,2,100,12,0,3,8544,8548,8552,A D.R.A.G.O.N soldier upgraded with Zakian Armor.
237,Fed Laura,Asian,6,18,2.1,1.7,3,5,4,1,Special,HealSameRoomCharacters,5,1,2,200,62,7,9,8846,8711,8727,A Starship Captain that never backs down from a fight! She takes to the front lines boarding enemy ships and defending her crew in close quarters combat!
238,Fed Lisa,White,6,18,1.9,1.7,3,5,5,1,Special,HealSameRoomCharacters,5,1,2,200,62,7,9,8862,8759,8727,This Starship Captain moves with grace and so does her ship. As long as she is in the engine room her ship dances out of reach of many enemy missiles.
239,Fed Michelle,Black,6,18,1.9,1.9,3,5,4,1,Special,HealSameRoomCharacters,5,1,2,200,62,7,9,8854,8735,8727,Hardy Starship Captain and wonder with a wrench. She will keep her ship fighting through the toughest of battles.
240,Fed Bobby,Asian,6,18,1.9,1.7,4,5,4,1,Special,HealSameRoomCharacters,5,1,2,200,62,7,9,8842,8699,8727,Passed the gunnery course at the academy with unprecedented scores! This Starship Captain prefers commanding from the weapons deck to standing on the bridge.
241,Fed Peter,White,6,18,1.9,1.7,3,6,4,1,Special,HealSameRoomCharacters,5,1,2,200,62,7,9,8858,8747,8727,This Starship Captain excels in the field of science. He is adept at using his ship's tech systems to gain an advantage in battle.
242,Fed Tony,Black,6,20,1.9,1.7,3,5,4,1,Special,HealSameRoomCharacters,5,1,2,200,62,7,9,8850,8723,8727,This hot-shot Starship Captain is on of the Federation's best up-and-coming pilots. Daring and brave in the pilot's seat!
243,Pirate Loretta,Asian,6,18,1.9,1.7,3,6,4,1,Special,DamageToSameRoomCharacters,6,1,2,200,62,6,9,9167,8639,8643,You must understand laws in order to break them. Once a scientist now a pirate this Starship Captain has studied the laws of the universe to exploit them to her will.
244,Pirate Lia,White,6,18,1.9,1.9,3,5,4,1,Special,DamageToSameRoomCharacters,6,1,2,200,62,6,9,9199,8687,8691,A Starship Captain that understands her ship far better than she ever understood the law. She can fix things almost as quickly as she could steal them!
245,Pirate Michelle,Black,6,18,1.9,1.7,4,5,4,1,Special,DamageToSameRoomCharacters,6,1,2,200,62,6,9,9138,8663,8667,This is one Starship Captain with attitude! She's not afraid to let her weapons do the talking.
246,Pirate Alex,Asian,6,18,1.9,1.7,3,5,6,1,Special,DamageToSameRoomCharacters,6,1,2,200,62,6,9,8881,8627,8631,This Starship Captain's mechanical skill has gotten him out of some tricky situations. He always tunes his starship's engine perfectly for dodging trouble!
247,Pirate Edward,White,6,20,1.9,1.7,3,5,4,1,Special,DamageToSameRoomCharacters,6,1,2,200,62,6,9,9195,8675,8679,An attractive aerial ace! This stylish Pirate Captain can make any ship dance through the stars like a winged ballerina!
248,Pirate Tony,Black,6,18,2.1,1.7,3,5,4,1,Special,DamageToSameRoomCharacters,6,1,2,200,62,6,9,9191,8651,8655,As a seasoned Swashbuckler this Starship Captain is not afraid to go toe-to-toe with any foe!
249,Qtarian Bobby,Asian,6,18,1.9,1.9,3,5,4,1,Special,AddReload,35,1,2,200,62,8,9,8798,8561,8565,An expert engineer. This Starship Captain has been turning scrap to starships since he was first able to hold a spanner.
250,Qtarian Laura,Asian,6,20,1.9,1.7,3,5,4,1,Special,AddReload,35,1,2,200,62,8,9,8802,8573,8577,A Starship Captain capable of flying even the most rickety scrap heap... As long as there's an engine attached!
251,Qtarian Tony,Black,6,18,1.9,1.7,3,5,6,1,Special,AddReload,35,1,2,200,62,8,9,8806,8585,8589,Some say that this Starship Captain can make an engine from nothing but a single piece of scrap and two bottles of gas. His Starship can dodge like no other!
252,Qtarian Michelle,Black,6,18,1.9,1.7,3,6,4,1,Special,AddReload,35,1,2,200,62,8,9,8810,8597,8601,The Science of Scrap is no mystery to this Starship Captain. She can have a ruined starship's electronic systems up and running before you can say That shouldn't even be possible!
253,Qtarian Lisa,White,6,18,2.1,1.7,3,5,4,1,Special,AddReload,35,1,2,200,62,8,9,8818,8609,8613,Expert salvager and natural-born fighter. This is one Starship Captain who can hold her own in a fight! To her any old scrap from a chain to a toaster makes the perfect improvised weapon!
254,Qtarian Edward,White,6,18,1.9,1.7,4,5,4,1,Special,AddReload,35,1,2,200,62,8,9,8814,8771,8775,A starship captain that can craft projectile weapons from just about anything. His mechanic's touch is enough to make the rustiest gun barrel rapid-fire!
255,Cancer,White,10,18,3,2,3,7,23,1,Hero,DamageToSameRoomCharacters,6,1,2,90,10,9,3,8409,8413,8417,Loves crabby paddies. 
256,Gemini,White,10,12,2.7,1.6,11,24,8,100,Hero,SetFire,280,1,2,90,24,9,3,8457,8461,8465,A mystical crew commanding the Twin Spirits. Walks the path of the galaxy looking for balance.
257,Fed Medic,Asian,6,10,2.6,2.2,12,14,14,3,Unique,HealSameRoomCharacters,4,1,2,70,5,7,19,8695,8699,8703,A medic and lone Federation survivor from the Pirate attack on the Discipline Space Station.
258,First Mate,Asian,6,10,2.6,2.2,12,14,14,3,Unique,HealSameRoomCharacters,4,1,2,70,5,6,19,8623,8627,8631,Once first mate to Captain Swallow this Pirate is now your loyal friend.
259,Qtarian Healer,Asian,6,10,2.6,2.2,12,14,14,3,Unique,HealSameRoomCharacters,4,1,2,70,5,8,19,8557,8561,8565,This Qtarian healer was once held captive on a Pirate vessel.
260,Libra,White,9,10,3,2.3,9,23,8,3,Hero,Freeze,260,1,2,90,5,9,3,8481,8485,8489,From Venus AKA Lady Justice.
261,Henry,White,9,22,2.9,1.5,4,7,18,3,Epic,DamageToCurrentEnemy,8,1,2,80,12,0,19,9044,9048,9052,Goes jogging in the morning.
262,Chihuahua,Animal,9,15,2.8,1.8,18,10,23,1,Special,DamageToRoom,5,1,2,100,24,5,3,9056,9060,9064,Pastime: hanging out with best buddies at the Starbar!
265,Nova,White,10,15,3.1,2.4,18,13,24,20,Special,DamageToCurrentEnemy,8,1,2,100,12,0,3,9277,9281,9283,A brave star marine forever remembered in the galaxy.
266,Mousey,Animal,8,15,2.7,1.2,20,6,15,1,Special,DamageToRoom,5,2,3,100,6,1,3,9207,9211,9215,Pastime: eating leftover food from the kitchenette. Fast as a kitten. (actually faster)
267,Leo,Animal,8,13,3,1.3,13,6,22,50,Hero,DamageToRoom,5,1,2,90,6,9,3,8469,8473,8477,50% Lion 50% Human 0% Fat.
268,Buns,Animal,7,4,2.7,2,13,13,2,0,Special,DeductReload,390,1,2,100,10,5,3,9397,9401,9405,Cute on the outside meaty on the inside. Has several hundred siblings.
269,Christian,White,8,18,2.9,2.2,15,13,14,1,Unique,HealRoomHp,7,1,2,70,6,1,19,9515,9519,9523,Pro-gamer and gourmet food extraordinaire. Also part-time SavySoda Emergency Response Personnel. 
270,Lilith,Black,12,18,3.2,2,26,14,12,30,Legendary,DamageToCurrentEnemy,12,1,2,110,24,15,3,9502,9506,9510,A legendary general of the Ardent Cabal. Lilith was tasked with leading the Ardent's covert ops fleet to explore an uncharted galaxy.
271,Abbie,Asian,9,18,2.2,2.9,15,22,12,1,Epic,HealSelfHp,8,1,2,80,3,1,19,9649,9653,9657,Resides in the mountains designing secret weapons for the federation.
272,Mistycball,Alien,10,10,3.2,2,10,27,13,0,Epic,Freeze,280,1,2,100,24,0,19,9445,9449,9453,A mysterious traveller with technology so advanced it is indistinguishable from magic.
273,Ardent Templar,Black,8,20,4.8,2,15,10,10,5,Epic,HealSelfHp,8,1,2,80,24,15,19,9490,9494,9498,A well-trained combatant from the Ardent Cabal. Skilled in both space warfare and hand-to-hand fighting.
275,Schrodinger,Animal,6,7,3.3,2.2,10,16,10,1,Unique,HealRoomHp,17,1,1,70,24,3,19,9418,9422,9426,A very uncertain kitty!
276,TJ,Asian,7,15,2.6,2.5,20,18,18,1,Epic,DeductReload,550,1,2,80,3,1,19,9750,9754,9758,Will the real TJ please stand up.
277,Angel,White,9,13,2.5,2.5,17,18,18,1,Hero,HealSameRoomCharacters,9,1,2,90,9,0,19,9778,9782,9786,From the beautiful Rigel system. Only eats organic food.
278,Bad Vlad,White,3,2,5,2,20,2,2,0,Epic,DamageToCurrentEnemy,12,1,2,80,24,0,19,10262,10266,10270,He's so bad his opponents take extra damage from his attacks.
279,Ennui,White,8,15,2.2,2.4,17,20,18,1,Epic,HealSameRoomCharacters,6,1,2,80,12,1,19,10393,10397,10401,Never seen without his magic pencil; completely useless in the digital age.
280,Virgo,White,7,15,2.8,2.6,17,23,16,1,Hero,HealSameRoomCharacters,8,1,2,90,20,9,19,8529,8533,8537,Quite beautiful but has chronic OCD.
281,Ophiuchus,Alien,11,23,3.2,1.7,8,8,25,0,Special,DamageToSameRoomCharacters,7,1,2,100,12,9,3,10412,10416,10420,A secret member of an ancient society. Likes playing with snakes.
282,Cheng the Red,Asian,6,18,1.9,1.7,3,6,4,1,Common,None,0,1,2,50,12,6,17,9921,9925,9929,Famous on her home planet for mass media piracy. Now taking the swashbucklers life to the stars.
283,Bonnie Blacktooth,White,6,18,1.9,1.9,3,5,4,1,Common,None,0,1,2,50,12,6,17,9879,9883,9887,A Starship Captain that understands her ship far better than she ever understood the law. She can fix things almost as quickly as she could steal them!
284,Mabel Mayhem,Black,6,18,1.9,1.7,4,5,4,1,Common,None,0,1,2,50,12,6,17,9948,9952,9956,An intelligent pirate girl. Willing to serve the captain for life!
285,Burt the Terrible,White,6,20,1.9,1.7,3,5,4,1,Common,None,0,1,2,50,12,6,17,9892,9896,9900,Its a beautiful day and I am so beautiful also!
286,Kevin Kruel,Black,6,18,2.1,1.7,3,5,4,1,Common,None,0,1,2,50,12,6,17,9935,9939,9943,Got tricked by a pirate movie when young.
287,Awful Alex,Asian,6,18,1.9,1.7,3,5,6,1,Common,None,0,1,2,50,12,6,17,9908,9912,9916,His act as a pirate have thus far been... pretty awful.
288,Dracorpse,Animal,14,0,3,0,0,0,0,1,Legendary,DamageToSameRoomCharacters,7,1,1,110,24,6,3,9364,9368,9372,Don't let the Dracorpse's injuries fool you into thinking you have a chance. Just run.
289,Infected Victoria,Asian,4,3,1.9,1.9,6,6,6,1,Common,None,0,1,2,50,3,0,19,10692,10696,10700,A secret Lingerie Officer in the Federation Navy. 2 years your senior. Now afflicted by some strange crystal growths.
290,Infected Trey,White,4,3,1.9,1.9,6,6,6,1,Common,None,0,1,2,50,3,0,19,10666,10670,10674,A hostage negotiator working for the Federation Navy. That is until he was afflicted by a strange crystal growth.
291,Female Citizen,White,4,3,1.9,1.9,6,6,6,1,Common,None,0,1,2,50,3,0,19,10679,10683,10687,From the Federation capital Central. She enjoys smooth cappuccinos.
292,Male Civilian,White,4,3,1.9,1.9,6,6,6,1,Common,None,0,1,2,50,3,0,19,10653,10657,10661,A citizen of the federation. From the capital Central. Enjoys Avocado with brunch.
293,Scorpio,Animal,9,13,2.8,2,16,15,15,0,Hero,DamageToCurrentEnemy,8,1,2,90,6,9,3,8505,8509,8513,Has a tail and competes regularly in the iron man competition.
294,Deadeye Diana,Asian,6,18,1.9,1.7,3,6,4,1,Common,None,0,1,2,50,12,7,17,10764,10768,10772,In truth she's not that great of a shot but she's so nice that everyone humours her.
295,Cross-eyed Mary,White,6,18,1.9,1.9,3,5,4,1,Common,None,0,1,2,50,12,7,17,10788,10792,10796,Cute and capable even if you can't tell where she's looking.
296,'Saucy' Maguire,Black,6,18,1.9,1.7,4,5,4,1,Common,None,0,1,2,50,12,7,17,10812,10816,10820,This intelligent young woman writes erotic novels in her leisure time. Very popular with the other recruits.
297,Whats-his-name,White,6,20,1.9,1.7,3,5,4,1,Common,None,0,1,2,50,12,7,17,10776,10780,10784,You never got this friendly young recruit's name and at this point it's too late to ask.
299,Handsome Michael,Asian,6,18,1.9,1.7,3,5,6,1,Common,None,0,1,2,50,12,7,17,10746,10750,10754,The looker of his graduate class unfortunately prone to busting out his guitar at parties.
300,Infected Drakian,Alien,10,11,3.4,1,16,14,14,0,Special,DamageToCurrentEnemy,10,1,2,100,12,0,7,10859,10863,10867,An infected D.R.A.G.O.N soldier upgraded with Zakian Armor.
301,Tom no.3,Black,6,18,2.1,1.7,3,5,4,1,Common,None,0,1,2,50,12,7,17,10800,10804,10808,Named to differentiate him from the other two Toms neither of whom you've met.
302,Infected Drakian Clone,Alien,10,11,3.4,1,16,14,14,0,Special,DamageToCurrentEnemy,10,1,2,100,12,0,3,10859,10863,10867,An infected D.R.A.G.O.N soldier upgraded with Zakian Armor.
303,Alley Cat Zombie,Animal,9,7,3.3,1.1,10,10,10,1,Special,DamageToCurrentEnemy,17,1,2,100,12,3,3,10873,10877,10881,A stray cat from the Alley that has used up all its lives and now returns one last time...as a zombie.
304,Drogon,Alien,11,11,3.1,1.7,13,14,21,50,Special,Freeze,300,1,2,100,12,0,3,11105,11109,11113,ZAKI? Elder. ????. 8 time tournament title holder in 2018 Season - Nov 2018.
305,Fixer Silvertongue,White,6,18,1.9,1.9,3,5,4,1,Common,None,0,1,2,50,12,8,17,10900,10904,10908,Contrary to popular rumour this Qtarian does not have an actual robot tongue; she's just very polite.
306,Katie-8 'Hammerhead',Asian,6,18,1.9,1.9,3,5,4,1,Common,None,0,1,2,50,12,8,17,10920,10924,10928,This eager recruit is famous for fixing a gun array purely by headbutting it. Some say it left her a little odd though.
307,Sally Smelter,Black,6,18,1.9,1.7,4,5,4,1,Common,None,0,1,2,50,12,8,17,10932,10936,10940,Born into the role of a forge worker this cool-headed Qtarian keeps samples of interesting alloys as a hobby.
308,Vit the Idiot,White,6,20,1.9,1.7,3,5,4,1,Common,None,0,1,2,50,12,8,17,10888,10892,10896,The Qtarian is not the sharpest tool in the shed but he makes up for it in sheer bloodyminded tenacity.
309,Serial25 - Bookworm,Asian,6,18,1.9,1.7,3,5,6,1,Common,None,0,1,2,50,12,8,17,10912,10892,10896,This Qtarian loves human fantasy novels; apparently they burn better than any other kind of book.
310,Jacob-57a,Black,6,18,2.1,1.7,3,5,4,1,Common,None,0,1,2,50,12,8,17,10916,10892,10896,This gregarious Qtarian became an astronaut not from a love of adventure but from a deep hatred of dirt.
311,Mad Jackson,Black,9,10,3,1.5,14,12,6,3,Epic,HealSelfHp,8,1,2,80,12,0,19,11179,11183,11187,Ask anyone who knows him he's not really mad. He's furious!
312,Gray Conductor,Alien,4,5,1.8,2,8,14,6,1,Elite,None,0,1,2,60,5,13,19,11191,11195,11199,The role of this Grey is to unify experiments set their living tempo execute clear genetic patterns and critically shape the new life-form as it grows.
313,Snow Joe,Robot,8,4,2.2,3,8,15,6,0,Epic,Freeze,300,1,2,70,5,0,19,11158,11162,11166,Regards others with an icy stare before giving them the cold shoulder. Loves singing 'Do you want to build a snowman' during a fight.
314,Leela,Alien,4,16,1.8,1.8,4,7,4,1,Common,None,0,1,2,50,12,13,17,11230,11234,11239,Only has 2D eyesight. Job: Gray Curator Pastime: abducting animals for experimentation.
315,Gray Virtuoso,Alien,6,10,2.5,3,10,19,8,1,Unique,HealSameRoomCharacters,5,1,2,70,24,13,19,11203,11207,11211,These Gray possess outstanding ability in creating living artwork from their experiments.
316,Dr Mew,Animal,6,10,2.8,2,10,18,10,3,Unique,HealSameRoomCharacters,3,1,2,70,5,3,19,11244,11248,11252,Dogs couldn't operate an MRI machine... but CATscan!
318,Ardent Stardancer,Black,5,3,2.5,3,5,10,4,2,Elite,None,0,1,3,60,12,15,19,11279,11283,11287,The grace and beauty of this lithe Ardent's movements belie his deadliness in combat.
319,Ardent Starhuntress,Black,8,8,3,2,8,15,6,2,Unique,DamageToCurrentEnemy,6,1,3,70,24,15,19,11256,11260,11264,This laconic heroine wields the traditional weapon of her people with enough skill to make it the equal of any modern blaster.
320,Miss Santa,White,7,23,2.8,2.4,19,13,16,0,Special,DamageToCurrentEnemy,8,1,2,100,10,0,3,11339,11343,11347,Has taken all of Santa's gifts to give to stray dogs in Proxima Centauri.
